CSDUID,CSDNAME,full_time_medium_income,average_household_size,%_low_income,total_dwelling_count,dwelling_need_regular_or_minor_repair,dwelling_need_major_repair,%_in_core_housing_need_owner,%_in_core_housing_need_tenant
5903032,New Denver,55600,2,24,260,235,25,14,50
5903039,Central Kootenay D,54000,2,22,715,620,95,16,44
5903041,Central Kootenay E,54800,2,12,1795,1630,170,7,20
5903043,Central Kootenay F,65500,2,9,1760,1610,150,5,20
5903045,Castlegar,68500,2,10,3550,3325,225,2,13
5903047,Central Kootenay G,53600,2,18,745,645,95,20,40
5903050,Nakusp,53200,2,13,760,700,60,0,0
5903052,Central Kootenay H,53600,2,22,2280,1965,320,21,46
5903056,Central Kootenay I,61200,2,10,1130,1045,85,7,9
5903058,Central Kootenay J,77000,2,7,1460,1355,100,3,13
5903060,Central Kootenay K,57200,2,19,870,780,90,12,0
5903807,Creston 1,x,3,x,40,35,0,...,...
5905005,Fruitvale,78000,2,9,855,820,35,0,0
5905009,Montrose,83000,2,6,430,395,35,0,0
5905014,Trail,63200,2,11,3740,3310,425,2,11
5905018,Warfield,81000,2,6,800,750,55,0,9
5905023,Rossland,86000,2,7,1805,1665,135,1,4
5905026,Kootenay Boundary A,86000,2,6,690,630,60,0,0
5905030,Kootenay Boundary B / Lower Columbia-Old-Glory,72000,2,8,670,615,50,10,0
5905032,Grand Forks,54000,2,15,1870,1735,130,2,7
5905037,Midway,71000,2,16,325,300,25,14,0
5905042,Greenwood,53200,2,26,375,325,45,22,0
5905050,Kootenay Boundary C / Christina Lake,61200,2,12,795,740,60,11,0
5905052,Kootenay Boundary D / Rural Grand Forks,60800,2,14,1425,1335,85,2,0
5905054,Kootenay Boundary E / West Boundary,49200,2,21,1415,1300,120,17,33
5907005,Osoyoos,52800,2,11,2645,2570,75,2,3
5907009,Keremeos,54400,2,18,810,765,45,2,33
5907014,Oliver,57200,2,12,2310,2175,135,3,18
5907022,Okanagan-Similkameen A,50800,2,11,915,900,15,0,0
5907024,Princeton,78500,2,15,1375,1260,110,3,10
5907026,Okanagan-Similkameen B,40800,3,15,470,420,55,16,33
5907028,Okanagan-Similkameen C,50000,2,11,1660,1570,95,3,18
5907035,Summerland,62000,2,8,5080,4775,310,3,20
5907041,Penticton,56400,2,12,17360,16365,995,6,24
5907047,Okanagan-Similkameen D,62800,2,11,1845,1745,100,5,26
5907048,Okanagan-Similkameen I,63600,2,10,970,920,50,5,21
5907049,Okanagan-Similkameen E,58400,2,9,890,840,55,4,17
5907051,Okanagan-Similkameen F,63600,3,7,795,740,55,4,0
5907053,Okanagan-Similkameen G,48800,2,20,1140,1040,95,7,27
5907055,Okanagan-Similkameen H,82000,2,14,1060,1015,45,11,0
5907801,Lower Similkameen 2,x,4,x,20,20,0,...,...
5907802,Osoyoos 1,56000,2,13,575,545,25,...,...
5907803,Penticton 1,52400,2,13,940,860,75,...,...
5907805,Chopaka 7 & 8,x,3,x,35,25,10,...,...
5907806,Blind Creek 6,x,x,x,x,x,x,x,x
5907807,Chuchuwayha 2,x,3,x,30,20,15,...,...
5907808,Alexis 9,x,x,x,x,x,x,x,x
5907809,Ashnola 10,x,2,x,25,25,0,...,...
5907850,Lulu 5,x,x,x,x,x,x,x,x
5909009,Hope,56000,2,14,2940,2720,220,4,15
5909014,Fraser Valley A,63200,2,25,260,225,40,24,20
5909016,Fraser Valley B,56400,2,22,380,310,65,26,41
5909020,Chilliwack,60000,3,10,35755,34090,1665,4,25
5909027,Harrison Hot Springs,74000,2,10,885,840,45,4,15
5909032,Kent,58400,2,11,2350,2245,105,4,31
5909034,Fraser Valley D,72000,3,6,690,640,50,0,25
5909035,Fraser Valley H,69500,2,11,1150,1080,70,5,14
5909036,Fraser Valley E,62400,2,11,670,600,70,6,0
5909048,Fraser Valley C,64500,2,12,545,535,10,12,0
5909052,Abbotsford,58000,3,8,53235,51055,2180,5,21
5909056,Mission,62800,3,8,14095,13210,885,5,22
5909060,Fraser Valley F,61600,3,13,560,485,80,13,0
5909062,Fraser Valley G,49200,3,13,670,615,50,8,18
5909804,Chawathil 4,x,4,x,50,25,25,...,...
5909805,Inkahtsaph 6,x,x,x,x,x,x,x,x
5909806,Kopchitchin 2,x,2,x,20,15,0,...,...
5909807,Ohamil 1,x,3,x,45,40,10,...,...
5909808,Puckatholetchin 11,x,x,x,x,x,x,x,x
5909809,Saddle Rock 9,x,x,x,x,x,x,x,x
5909810,Lukseetsissum 9,x,3,x,15,15,0,...,...
5909812,Schkam 2,x,3,x,20,15,10,...,...
5909814,Skawahlook 1,x,x,x,x,x,x,x,x
5909815,Speyum 3,x,x,x,x,x,x,x,x
5909816,Spuzzum 1,x,3,x,20,15,10,...,...
5909817,Tuckkwiowhum 1,x,x,x,x,x,x,x,x
5909818,Yale Town 1,x,x,x,x,x,x,x,x
5909819,Kahmoose 4,x,x,x,x,x,x,x,x
5909821,Kwawkwawapilt 6,38400,2,21,190,185,10,...,...
5909824,Skwah 4,x,4,x,65,55,15,...,...
5909825,Skwali 3,x,x,x,x,x,x,x,x
5909826,Skway 5,x,3,x,30,25,10,...,...
5909827,Soowahlie 14,x,3,x,85,65,25,...,...
5909830,Tzeachten 13,56800,2,11,1625,1610,10,...,...
5909831,Yakweakwioose 12,x,3,x,20,15,0,...,...
5909832,Seabird Island,41600,3,36,240,170,65,...,...
5909833,Scowlitz 1,x,x,x,x,x,x,x,x
5909834,Tseatah 2,x,x,x,x,x,x,x,x
5909835,Aitchelitch 9,x,3,x,10,10,0,...,...
5909836,Boston Bar 1A,x,x,x,x,x,x,x,x
5909837,Cheam 1,x,3,x,75,45,25,...,...
5909838,Schelowat 1,x,x,x,x,x,x,x,x
5909839,Chehalis 5,44800,3,26,165,105,60,...,...
5909841,Stullawheets 8,x,2,x,30,30,0,...,...
5909842,Douglas 8,x,2,x,30,30,0,...,...
5909843,Peters 1,x,x,x,x,x,x,x,x
5909844,Popkum 1,x,x,x,x,x,x,x,x
5909845,Skookumchuck 4,x,x,x,x,x,x,x,x
5909847,Bucktum 4,x,x,x,x,x,x,x,x
5909848,Tipella 7,x,x,x,x,x,x,x,x
5909850,Boothroyd 13,x,x,x,x,x,x,x,x
5909851,Ruby Creek 2,x,x,x,x,x,x,x,x
5909852,Paqulh,x,x,x,x,x,x,x,x
5909856,Langley 2,58400,2,19,170,145,25,...,...
5909875,Q'alatkú7em,x,2,x,20,20,0,...,...
5909876,Albert Flat 5,x,2,x,20,20,0,...,...
5909877,Upper Sumas 6,x,3,x,75,55,20,...,...
5909878,Matsqui Main 2,x,3,x,40,35,0,...,...
5909879,Holachten 8,46800,2,19,135,115,20,...,...
5909880,Lakahahmen 11,x,2,x,70,55,20,...,...
5909881,Skweahm 10,x,2,x,125,110,15,...,...
5909882,Squawkum Creek 3,x,4,x,35,30,10,...,...
5909883,Sachteen,x,x,x,x,x,x,x,x
5909884,Skowkale,63200,2,11,455,445,10,...,...
5909885,Squiaala,x,3,x,60,55,0,...,...
5915001,Langley,71000,3,7,46930,45025,1900,8,24
5915002,Langley,60000,2,11,12595,11930,670,13,36
5915004,Surrey,59200,3,9,185670,178630,7045,10,28
5915007,White Rock,68500,2,13,10735,10170,565,13,37
5915011,Delta,68000,3,7,38055,36110,1945,7,24
5915015,Richmond,61600,3,16,81080,77105,3975,16,30
5915020,Metro Vancouver A,75000,2,30,7670,7510,160,16,22
5915022,Vancouver,69500,2,13,305335,286035,19300,11,26
5915025,Burnaby,65000,2,14,101135,95090,6045,13,28
5915029,New Westminster,66000,2,10,36095,33640,2460,12,30
5915034,Coquitlam,68000,3,11,55950,53475,2480,11,30
5915036,Belcarra,80000,3,7,265,255,10,0,0
5915038,Anmore,82000,3,6,745,710,35,5,0
5915039,Port Coquitlam,68500,3,7,22880,21860,1025,9,29
5915043,Port Moody,82000,3,7,13110,12460,655,8,19
5915046,North Vancouver,88000,3,7,32700,30690,2010,8,24
5915051,North Vancouver,72000,2,11,27295,25760,1535,10,29
5915055,West Vancouver,82000,3,15,17690,16770,920,10,31
5915062,Bowen Island,74500,3,7,1725,1600,125,8,22
5915065,Lions Bay,98000,3,4,505,470,40,7,0
5915070,Pitt Meadows,69500,3,7,7405,7000,400,7,28
5915075,Maple Ridge,69000,3,7,33115,31515,1600,9,30
5915801,Semiahmoo,x,2,x,30,30,0,...,...
5915802,Tsawwassen,72000,2,13,930,905,25,...,...
5915803,Musqueam 2,58400,3,14,555,490,65,...,...
5915804,Coquitlam 2,x,x,x,x,x,x,x,x
5915805,Coquitlam 1,x,2,x,25,20,0,...,...
5915806,Burrard Inlet 3,85000,2,10,1145,1130,20,...,...
5915807,Mission 1,44000,3,15,170,130,45,...,...
5915808,Capilano 5,46800,2,20,1335,1235,100,...,...
5915809,Barnston Island 3,x,x,x,x,x,x,x,x
5915810,Musqueam 4,x,x,x,x,x,x,x,x
5915811,Seymour Creek 2,x,4,x,30,30,0,...,...
5915813,Katzie 2,x,x,x,x,x,x,x,x
5915816,McMillan Island 6,x,2,x,45,40,0,...,...
5915825,Matsqui 4,62000,2,20,280,265,15,...,...
5915830,Katzie 1,x,4,x,70,50,15,...,...
5915840,Whonnock 1,x,x,x,x,x,x,x,x
5917005,North Saanich,75500,2,5,5010,4840,170,4,23
5917010,Sidney,61600,2,8,5980,5725,255,8,28
5917015,Central Saanich,70500,2,6,7105,6875,230,5,21
5917021,Saanich,67500,2,8,48045,45545,2505,6,21
5917027,Saltspring Island,58400,2,14,5120,4690,430,4,17
5917029,Southern Gulf Islands,62000,2,16,3180,2885,295,7,20
5917030,Oak Bay,85000,2,8,7810,7365,445,5,26
5917034,Victoria,62400,2,13,49225,46175,3045,8,27
5917040,Esquimalt,63600,2,10,8565,7895,670,8,29
5917041,Colwood,68500,3,5,7425,7090,340,4,17
5917042,Metchosin,68500,3,7,1855,1740,115,5,23
5917044,Langford,63200,2,7,19050,18540,510,5,21
5917047,View Royal,72000,2,6,4915,4765,150,4,17
5917049,Highlands,66000,3,4,1000,950,50,4,18
5917052,Sooke,64000,2,8,6130,5850,280,6,33
5917054,Juan de Fuca (Part 1),68500,2,10,2200,2035,170,7,26
5917056,Juan de Fuca (Part 2),x,2,20,115,110,0,29,0
5917801,Cole Bay 3,30800,3,34,85,55,30,...,...
5917802,Union Bay 4,x,3,x,40,30,10,...,...
5917803,East Saanich 2,51600,2,17,945,860,85,...,...
5917804,South Saanich 1,38800,3,26,235,210,30,...,...
5917805,Galiano Island 9,x,x,x,x,x,x,x,x
5917809,Becher Bay 1,x,3,x,80,70,10,...,...
5917811,Esquimalt,x,3,x,40,35,10,...,...
5917812,New Songhees 1A,46000,2,15,940,875,55,...,...
5917815,Gordon River 2,x,4,x,25,15,10,...,...
5917819,T'Sou-ke,x,3,x,90,80,10,...,...
5919008,North Cowichan,59600,2,10,13760,12970,790,4,21
5919012,Duncan,53200,2,20,2455,2310,140,7,31
5919013,Cowichan Valley D,77000,2,8,1485,1385,100,2,24
5919015,Cowichan Valley G,55600,2,9,1090,1030,60,3,18
5919016,Lake Cowichan,59200,2,12,1495,1395,95,3,18
5919017,Cowichan Valley H,60000,2,9,1135,1070,70,5,17
5919021,Ladysmith,62000,2,8,3925,3705,220,5,22
5919033,Cowichan Valley F,52800,2,13,775,735,40,17,32
5919035,Cowichan Valley I,54800,2,14,695,645,50,7,43
5919043,Cowichan Valley A,72000,2,8,2035,1935,100,2,15
5919046,Cowichan Valley B,68000,3,7,3450,3240,210,3,14
5919049,Cowichan Valley C,63600,2,8,2210,2075,135,5,19
5919051,Cowichan Valley E,60800,3,12,1645,1555,90,4,22
5919801,Halalt 2,x,4,x,40,30,10,...,...
5919802,Squaw-Hay-One 11,x,x,x,x,x,x,x,x
5919803,Tsussie 6,x,3,x,25,15,10,...,...
5919804,Chemainus 13,36000,5,35,185,115,65,...,...
5919808,Kil-pah-las 3,x,x,x,x,x,x,x,x
5919809,Penelakut Island 7,39200,4,39,130,90,40,...,...
5919811,Shingle Point 4,x,x,x,x,x,x,x,x
5919812,Cowichan Lake,x,x,x,x,x,x,x,x
5919813,Lyacksun 3,x,x,x,x,x,x,x,x
5919814,Malachan 11,x,3,x,60,35,20,...,...
5919815,Malahat 11,x,4,x,40,35,0,...,...
5919816,Oyster Bay 12,x,5,x,20,10,10,...,...
5919817,Portier Pass 5,x,x,x,x,x,x,x,x
5919818,Theik 2,x,6,x,10,10,0,...,...
5919820,Est-Patrolas 4,x,x,x,x,x,x,x,x
5919821,Tzart-Lam 5,x,x,x,x,x,x,x,x
5919822,Cowichan,38800,4,14,590,395,200,...,...
5921007,Nanaimo,59600,2,11,43165,40930,2235,6,24
5921008,Lantzville,69500,3,7,1520,1420,105,5,18
5921010,Nanaimo A,60000,2,9,3125,2895,235,4,12
5921014,Nanaimo B,58800,2,18,2375,2195,180,8,42
5921016,Nanaimo C,59200,3,8,1235,1145,90,5,16
5921018,Parksville,55600,2,11,6755,6510,240,5,24
5921023,Qualicum Beach,64000,2,9,4435,4335,100,3,24
5921030,Nanaimo E,70000,2,8,3070,2970,105,3,8
5921032,Nanaimo F,52400,2,15,3675,3380,295,6,24
5921034,Nanaimo G,64500,2,8,3580,3450,125,4,17
5921036,Nanaimo H,62000,2,14,2005,1920,85,4,25
5921804,Nanaimo Town 1,44000,3,13,120,75,40,...,...
5921805,Nanoose,x,3,x,85,45,40,...,...
5921806,Qualicum,x,2,x,35,30,10,...,...
5921807,Nanaimo River,39600,3,17,95,65,30,...,...
5923008,Port Alberni,56000,2,15,8450,7770,685,5,29
5923019,Ucluelet,54800,2,9,880,810,65,13,28
5923025,Tofino,65000,2,8,945,850,95,14,25
5923033,Alberni-Clayoquot B,38400,3,12,205,190,10,0,0
5923035,Alberni-Clayoquot D,75000,2,10,870,805,65,0,0
5923037,Alberni-Clayoquot E,66000,2,10,1265,1155,105,3,22
5923039,Alberni-Clayoquot F,55600,2,11,855,795,60,6,31
5923047,Alberni-Clayoquot A,x,2,x,110,90,15,24,0
5923049,Alberni-Clayoquot C,60800,3,16,325,290,35,33,22
5923801,Ahahswinis 1,x,3,x,60,40,20,...,...
5923802,Alberni 2,x,x,x,x,x,x,x,x
5923803,Anacla 12,x,2,x,45,35,10,...,...
5923804,Clakamucus 2,x,x,x,x,x,x,x,x
5923805,Elhlateese 2,x,x,x,x,x,x,x,x
5923806,Hesquiat 1,x,x,x,x,x,x,x,x
5923807,Ittatsoo 1,31600,3,26,105,65,35,...,...
5923808,Marktosis 15,42000,4,30,185,100,85,...,...
5923809,Numukamis 1,x,x,x,x,x,x,x,x
5923810,Macoah 1,x,x,x,x,x,x,x,x
5923813,Opitsat 1,x,4,x,40,20,15,...,...
5923814,Sachsa 4,x,x,x,x,x,x,x,x
5923816,Tsahaheh 1,42400,3,18,205,175,35,...,...
5923822,Klehkoot 2,x,x,x,x,x,x,x,x
5923823,Esowista 3,x,3,x,30,15,15,...,...
5923824,Refuge Cove 6,x,x,x,x,x,x,x,x
5923825,Tin Wis 11,x,x,x,x,x,x,x,x
5924025,Gold River,62800,2,14,610,555,55,13,37
5924029,Zeballos,x,2,x,60,55,0,0,0
5924030,Tahsis,x,2,34,215,165,60,26,100
5924034,Campbell River,58800,2,10,15560,14725,835,6,26
5924039,Sayward,62800,2,19,155,150,0,12,83
5924042,Strathcona D (Oyster Bay - Buttle Lake),60800,2,9,1725,1635,85,5,14
5924048,Strathcona A,46400,2,19,425,385,35,27,33
5924052,Strathcona B,44400,2,24,560,480,75,11,31
5924054,Strathcona C,56400,2,17,1330,1230,105,15,29
5924803,Ahaminaquus 12,x,x,x,x,x,x,x,x
5924804,Campbell River 11,47600,3,12,170,155,15,...,...
5924805,Chenahkint 12,x,x,x,x,x,x,x,x
5924806,Houpsitas 6,x,3,x,50,40,10,...,...
5924812,Quinsam 12,58800,3,13,110,100,15,...,...
5924813,Village Island 1,x,x,x,x,x,x,x,x
5924814,Yuquot 1,x,x,x,x,x,x,x,x
5924817,Cape Mudge 10,x,2,x,60,40,20,...,...
5924818,Squirrel Cove 8,x,x,x,x,x,x,x,x
5924820,Tork 7,x,2,x,30,30,0,...,...
5924833,Oclucje 7,x,x,x,x,x,x,x,x
5924835,Tsa Xana 18,x,3,x,60,50,10,...,...
5924836,Ehatis 11,x,5,x,20,10,10,...,...
5924840,Homalco 9,x,3,x,80,70,10,...,...
5924843,Nenagwas 12,x,x,x,x,x,x,x,x
5926005,Comox,65500,2,7,6445,6195,250,4,18
5926010,Courtenay,57600,2,11,13000,12360,640,5,26
5926014,Cumberland,60400,2,10,1840,1730,110,5,16
5926021,Comox Valley A,53200,2,14,3670,3330,340,7,28
5926022,Comox Valley B (Lazo North),61600,2,9,3145,2935,210,3,8
5926024,Comox Valley C (Puntledge - Black Creek),56000,2,10,3735,3470,260,5,20
5926801,Comox 1,45200,3,17,110,95,15,...,...
5926802,Pentledge 2,x,x,x,x,x,x,x,x
5927008,Powell River,59200,2,13,6385,5890,495,5,26
5927010,qathet A,52000,2,17,635,580,55,18,44
5927012,qathet B,57200,2,11,775,720,55,6,18
5927016,qathet C,46400,2,17,1020,865,155,7,26
5927018,qathet D,78000,2,21,595,540,55,10,0
5927020,qathet E,19400,2,42,300,255,50,22,0
5927802,Sliammon 1,47600,2,14,330,245,85,...,...
5927806,Sechelt (Part),x,x,x,x,x,x,x,x
5929005,Gibsons,65000,2,12,2280,2140,140,7,26
5929011,Sechelt,62000,2,13,5130,4975,150,7,17
5929018,Sunshine Coast A,51600,2,17,1565,1410,155,16,43
5929022,Sunshine Coast B,64000,2,13,1365,1320,45,5,10
5929024,Sunshine Coast D,63600,2,12,1550,1430,120,9,39
5929026,Sunshine Coast E,64000,2,10,1615,1525,90,3,17
5929028,Sunshine Coast F,61200,2,11,1100,1005,95,4,22
5929801,Chekwelp 26,x,x,x,x,x,x,x,x
5929803,Sechelt (Part),48400,2,21,325,265,60,...,...
5931006,Squamish,72000,3,6,9185,8685,500,3,14
5931012,Pemberton,71500,3,6,1355,1305,50,0,4
5931017,Squamish-Lillooet C,62000,3,11,815,740,80,15,31
5931020,Whistler,60000,2,7,5600,5340,255,14,27
5931021,Squamish-Lillooet D,86000,2,8,460,420,35,13,0
5931026,Lillooet,60400,2,16,1110,995,115,3,21
5931032,Squamish-Lillooet A,x,2,19,130,95,40,28,...
5931034,Squamish-Lillooet B,30200,2,22,190,175,10,15,0
5931801,Cheakamus 11,x,3,x,30,20,10,...,...
5931802,Kowtain 17,x,4,x,15,15,0,...,...
5931806,Seaichem 16,x,x,x,x,x,x,x,x
5931807,Stawamus 24,x,3,x,30,25,10,...,...
5931808,Waiwakum 14,x,4,x,50,35,20,...,...
5931809,Yekwaupsum 18,x,x,x,x,x,x,x,x
5931812,Nesuch 3,x,3,x,35,25,10,...,...
5931813,Bridge River 1,x,3,x,95,75,20,...,...
5931814,Cayoosh Creek 1,x,2,x,35,25,0,...,...
5931815,Chilhil 6,x,2,x,30,20,10,...,...
5931816,Fountain 1,x,2,x,40,30,0,...,...
5931817,Fountain 3,x,x,x,x,x,x,x,x
5931818,Fountain 10,x,x,x,x,x,x,x,x
5931819,Fountain 11,x,x,x,x,x,x,x,x
5931820,Fountain 12,x,x,x,x,x,x,x,x
5931821,Lillooet 1,36000,3,20,110,95,15,...,...
5931822,Fountain Creek 8,x,x,x,x,x,x,x,x
5931823,McCartney's Flat 4,x,x,x,x,x,x,x,x
5931824,Seton Lake 5,x,x,x,x,x,x,x,x
5931825,Fountain 1D,x,x,x,x,x,x,x,x
5931826,Necait 6,x,x,x,x,x,x,x,x
5931827,Nesikep 6,x,x,x,x,x,x,x,x
5931828,Pashilqua 2,x,3,x,20,15,0,...,...
5931829,Pavilion 1,x,2,x,25,25,0,...,...
5931831,Slosh 1,x,2,x,85,70,20,...,...
5931832,Towinock 2,x,x,x,x,x,x,x,x
5931833,Mission 5,x,x,x,x,x,x,x,x
5931834,Fountain 3A,x,x,x,x,x,x,x,x
5931842,Fountain 1B,x,3,x,20,15,0,...,...
5931843,Mount Currie,37200,3,27,395,265,125,...,...
5931844,Nequatque,x,3,x,65,50,15,...,...
5933006,Merritt,62000,2,14,2975,2760,220,3,22
5933008,Thompson-Nicola M (Beautiful Nicola Valley - North),67000,2,12,730,695,30,9,35
5933012,Thompson-Nicola N (Beautiful Nicola Valley - South),58400,2,9,285,260,25,0,0
5933015,Lytton,x,2,x,90,70,20,0,...
5933019,Ashcroft,66500,2,14,795,720,75,0,14
5933024,Cache Creek,60800,2,18,475,410,65,0,0
5933028,Clinton,50800,2,25,305,270,35,0,0
5933032,Thompson-Nicola E (Bonaparte Plateau),40800,2,21,595,555,40,17,56
5933035,Logan Lake,68500,2,11,1065,1000,60,8,19
5933037,Thompson-Nicola I (Blue Sky Country),56400,2,20,465,375,90,20,0
5933039,Thompson-Nicola J (Copper Desert Country),71000,2,6,760,675,85,6,0
5933042,Kamloops,65500,2,9,39910,37890,2020,4,23
5933044,Thompson-Nicola P (Rivers and the Peaks),61600,2,7,1725,1595,130,6,29
5933045,Sun Peaks Mountain,80000,2,10,620,595,20,7,0
5933054,Chase,57200,2,15,1175,1100,75,9,24
5933060,Thompson-Nicola L (Grasslands),56400,2,11,1385,1310,70,14,25
5933067,Clearwater,71000,2,14,1060,935,125,14,41
5933068,Thompson-Nicola A (Wells Gray Country),43600,2,17,700,620,85,16,24
5933070,Thompson-Nicola B (Thompson Headwaters),x,2,x,110,105,10,0,...
5933072,Thompson-Nicola O (Lower North Thompson),60000,2,15,655,580,80,14,31
5933074,Barriere,63200,2,14,760,690,70,13,0
5933801,Coldwater 1,36400,3,38,115,85,25,...,...
5933802,Douglas Lake 3,x,3,x,70,55,15,...,...
5933803,Hamilton Creek 2,x,x,x,x,x,x,x,x
5933805,Joeyaska 2,x,3,x,20,20,10,...,...
5933806,Nicola Lake 1,x,3,x,50,35,10,...,...
5933807,Nicola Mameet 1,46400,3,32,195,180,20,...,...
5933808,Nooaitch 10,x,3,x,60,35,25,...,...
5933809,Paul's Basin 2,x,x,x,x,x,x,x,x
5933810,Chuchhraischin,x,x,x,x,x,x,x,x
5933811,Zoht 4,x,x,x,x,x,x,x,x
5933812,Bonaparte 3,x,3,x,50,40,10,...,...
5933813,Halhalaeden,x,x,x,x,x,x,x,x
5933814,Canoe Creek 1,x,3,x,15,10,0,...,...
5933817,Skeetchestn,x,2,x,125,65,60,...,...
5933819,High Bar 1,x,x,x,x,x,x,x,x
5933821,Canoe Creek 2,x,6,x,20,15,0,...,...
5933823,Kitzowit 20,x,x,x,x,x,x,x,x
5933824,Skuppah 2A,x,x,x,x,x,x,x,x
5933825,Inklyuhkinatko 2,x,x,x,x,x,x,x,x
5933828,Basque 18,x,x,x,x,x,x,x,x
5933829,Klahkamich 17,x,x,x,x,x,x,x,x
5933831,Kleetlekut 22,x,x,x,x,x,x,x,x
5933832,Klickkumcheen 18,x,3,x,30,20,10,...,...
5933833,Inkluckcheen,x,3,x,55,50,0,...,...
5933834,Kumcheen 1,x,x,x,x,x,x,x,x
5933836,Lower Hat Creek 2,x,3,x,20,10,10,...,...
5933837,Peq-Paq 22,x,x,x,x,x,x,x,x
5933839,Lytton 4A,x,x,x,x,x,x,x,x
5933840,Lytton 4E,x,x,x,x,x,x,x,x
5933841,Lytton 9A,x,x,x,x,x,x,x,x
5933842,Lytton 9B,x,x,x,x,x,x,x,x
5933844,Ashcroft 4,x,2,x,25,25,0,...,...
5933845,105 Mile Post 2,x,x,x,x,x,x,x,x
5933846,Oregon Jack Creek 5,x,x,x,x,x,x,x,x
5933848,Nickel Palm 4,x,x,x,x,x,x,x,x
5933849,Siska Flat,x,3,x,35,30,10,...,...
5933850,Nickeyeah 25,x,x,x,x,x,x,x,x
5933851,Nicomen 1,x,x,x,x,x,x,x,x
5933852,Nohomeen 23,x,x,x,x,x,x,x,x
5933853,Nuuautin 2,x,2,x,50,35,15,...,...
5933854,Paska Island 3,x,x,x,x,x,x,x,x
5933855,Papyum 27,x,x,x,x,x,x,x,x
5933857,Pemynoos 9,x,x,x,x,x,x,x,x
5933858,Seah 5,x,x,x,x,x,x,x,x
5933859,Shackan 11,x,2,x,30,20,10,...,...
5933861,Kloklowuck 7,x,x,x,x,x,x,x,x
5933865,Skuppah 4,x,x,x,x,x,x,x,x
5933866,Skwayaynope 26,x,x,x,x,x,x,x,x
5933868,Spintlum Flat 3,x,x,x,x,x,x,x,x
5933870,Nkaih 10,x,x,x,x,x,x,x,x
5933872,Marble Canyon 3,x,3,x,35,30,10,...,...
5933873,Stryen 9,x,2,x,25,15,10,...,...
5933874,Tsaukan 12,x,x,x,x,x,x,x,x
5933875,Upper Hat Creek 1,x,x,x,x,x,x,x,x
5933876,Upper Nepa 6,x,x,x,x,x,x,x,x
5933877,Whispering Pines 4,x,3,x,20,15,10,...,...
5933878,Yawaucht 11,x,x,x,x,x,x,x,x
5933879,Zacht 5,x,x,x,x,x,x,x,x
5933880,Kamloops 1,64000,2,9,1710,1615,95,...,...
5933881,Spences Bridge,x,x,x,x,x,x,x,x
5933882,Kanaka Bar,x,x,x,x,x,x,x,x
5933884,Sahhaltkum 4,48800,3,23,115,95,20,...,...
5933886,Nekalliston 2,x,x,x,x,x,x,x,x
5933887,North Thompson 1,x,2,x,80,70,10,...,...
5933888,Louis Creek 4,x,x,x,x,x,x,x,x
5933889,Squaam 2,x,x,x,x,x,x,x,x
5933892,Stequmwhulpa 5,x,x,x,x,x,x,x,x
5933893,Twoyqhalsht 16,x,x,x,x,x,x,x,x
5933895,Shawniken 4B,x,x,x,x,x,x,x,x
5933896,Nekliptum 1,x,3,x,20,20,0,...,...
5933897,Boothroyd 8A,x,x,x,x,x,x,x,x
5933898,Neskonlith,42800,3,15,100,70,30,...,...
5933899,Entlqwekkinh 19,x,x,x,x,x,x,x,x
5935010,Kelowna,60800,2,10,62205,59800,2405,5,18
5935012,Central Okanagan,60000,3,7,1695,1635,55,4,0
5935016,Lake Country,65000,3,8,6205,5935,270,4,19
5935018,Peachland,61600,2,10,2690,2610,80,4,32
5935020,Central Okanagan West,60800,2,10,1290,1230,60,10,0
5935029,West Kelowna,66000,3,7,13975,13435,540,4,16
5935801,Duck Lake 7,46400,2,12,940,875,65,...,...
5935802,Tsinstikeptum 9,52400,2,13,4585,4370,220,...,...
5935803,Tsinstikeptum 10,61200,2,9,750,735,15,...,...
5937005,Lumby,62000,2,15,835,770,65,4,19
5937010,Coldstream,71000,3,5,4100,3880,215,2,13
5937014,Vernon,58800,2,11,19795,18650,1145,3,15
5937017,North Okanagan B,51200,3,10,1285,1220,65,2,0
5937021,North Okanagan C,70500,3,7,1715,1620,100,3,0
5937022,North Okanagan D,60000,3,14,1170,1080,90,6,21
5937023,North Okanagan E,50800,2,27,450,390,60,25,71
5937024,Spallumcheen,54000,3,12,2035,1890,145,13,26
5937028,Armstrong,57200,2,10,2215,2115,100,2,8
5937033,Enderby,53200,2,16,1435,1360,75,2,9
5937041,North Okanagan F,52800,2,14,1790,1615,175,17,38
5937801,Okanagan (Part) 1,46800,2,12,1615,1500,120,...,...
5937802,Enderby 2,42000,3,18,160,105,55,...,...
5937803,Priest's Valley 6,46000,2,14,215,200,10,...,...
5937805,Harris 3,x,x,x,x,x,x,x,x
5939007,Golden,63200,2,9,1735,1560,175,3,12
5939011,Columbia-Shuswap A,58000,2,9,1490,1325,170,11,35
5939019,Revelstoke,64000,2,7,3350,3100,255,2,15
5939023,Columbia-Shuswap B,64000,2,12,295,295,0,0,0
5939032,Salmon Arm,58800,2,11,8105,7695,410,4,20
5939037,Columbia-Shuswap C,60000,2,12,3995,3790,215,5,19
5939039,Columbia-Shuswap D,52800,2,14,1800,1630,170,4,20
5939043,Columbia-Shuswap E,48400,2,19,655,595,60,22,26
